time,latitude,longitude,altitude
160829-04:18:47,51.458700,-2.572600,302
160829-05:00:28,51.332900,-2.481100,2095
160829-06:00:27,51.242800,-2.104200,5060
160829-07:00:22,51.082000,-1.512600,8611
160829-08:00:52,50.887300,-0.691800,12504
160829-09:01:02,50.622800,0.145400,12486
160829-10:00:02,50.358810,0.923056,12457.7856
160829-11:00:18,50.114500,1.663800,12483
160829-12:00:10,49.869600,2.377600,12512
160829-13:00:38,49.626200,3.062500,12540
160829-14:00:02,49.411500,3.696000,12530
160829-15:00:00,49.217449,4.284591,12573
160829-16:00:50,49.020200,4.835300,12571
160829-17:01:20,48.882000,5.300600,12531
160829-18:01:50,48.769000,5.813200,12574
160829-19:00:19,48.671400,6.243700,12571
160830-06:56:00,47.255031,11.912907,12648
160830-07:08:00,47.257100,11.972299,12674
160830-08:00:00,47.298160,12.265101,12648
160830-09:02:00,47.355350,12.688218,12674
160830-10:01:00,47.394520,13.224343,12775
160830-11:00:00,47.377622,13.845209,12775
160830-12:00:00,47.266078,14.480377,12750
160830-13:00:00,47.115988,15.065288,12724
160830-14:00:32,46.993400,15.646800,12771
160830-15:00:40,46.852300,16.203100,12745
